Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
96,0.800000,0.209510,0.077251,0.050647,0.215975,0.076373,0.098869,0.227269,0.073766,0.149570,0.229629,0.074281,0.165095,0.235140,0.068253,0.213236,0.237135,0.063085,0.261503
97,0.808333,0.209508,0.077249,0.050644,0.215973,0.076366,0.098864,0.227276,0.073762,0.149569,0.229629,0.074280,0.165092,0.235142,0.068256,0.213236,0.237137,0.063081,0.261499
98,0.816667,0.209509,0.077256,0.050645,0.215974,0.076372,0.098868,0.227274,0.073765,0.149572,0.229623,0.074283,0.165098,0.235143,0.068256,0.213236,0.237135,0.063088,0.261499
99,0.825000,0.209513,0.077254,0.050643,0.215973,0.076369,0.098867,0.227273,0.073759,0.149567,0.229627,0.074282,0.165098,0.235148,0.068254,0.213239,0.237135,0.063084,0.261502
100,0.833333,0.209512,0.077261,0.050647,0.215978,0.076367,0.098867,0.227277,0.073766,0.149573,0.229630,0.074285,0.165093,0.235145,0.068259,0.213237,0.237135,0.063082,0.261501
101,0.841667,0.209513,0.077253,0.050646,0.215974,0.076370,0.098868,0.227274,0.073763,0.149570,0.229625,0.074286,0.165097,0.235146,0.068260,0.213238,0.237137,0.063084,0.261499
102,0.850000,0.209511,0.077256,0.050650,0.215979,0.076374,0.098869,0.227275,0.073766,0.149569,0.229629,0.074280,0.165094,0.235146,0.068255,0.213240,0.237139,0.063085,0.261504
103,0.858333,0.209514,0.077254,0.050649,0.215978,0.076373,0.098872,0.227275,0.073759,0.149571,0.229630,0.074280,0.165095,0.235144,0.068257,0.213240,0.237137,0.063085,0.261504
104,0.866667,0.209508,0.077253,0.050651,0.215975,0.076371,0.098870,0.227273,0.073762,0.149570,0.229625,0.074287,0.165098,0.235144,0.068256,0.213241,0.237136,0.063085,0.261500
105,0.875000,0.209508,0.077256,0.050650,0.215973,0.076370,0.098872,0.227273,0.073761,0.149572,0.229627,0.074286,0.165099,0.235143,0.068255,0.213246,0.237135,0.063083,0.261505
106,0.883333,0.209507,0.077249,0.050644,0.215971,0.076369,0.098871,0.227274,0.073761,0.149568,0.229625,0.074283,0.165098,0.235143,0.068261,0.213240,0.237133,0.063082,0.261501
107,0.891667,0.209509,0.077258,0.050652,0.215972,0.076372,0.098870,0.227272,0.073766,0.149576,0.229623,0.074285,0.165096,0.235141,0.068259,0.213244,0.237132,0.063081,0.261504
108,0.900000,0.209504,0.077252,0.050648,0.215974,0.076374,0.098871,0.227269,0.073760,0.149571,0.229624,0.074282,0.165096,0.235142,0.068256,0.213244,0.237132,0.063085,0.261505
109,0.908333,0.209508,0.077258,0.050651,0.215973,0.076371,0.098869,0.227270,0.073762,0.149568,0.229623,0.074280,0.165100,0.235140,0.068252,0.213243,0.237132,0.063079,0.261508
110,0.916667,0.209509,0.077255,0.050649,0.215975,0.076370,0.098869,0.227270,0.073762,0.149574,0.229626,0.074279,0.165097,0.235141,0.068254,0.213240,0.237131,0.063080,0.261502
